frame_number,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp
83,36376316000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
84,36409648000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
85,36442984000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
86,36476313000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
87,36509648000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
88,36542982000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
89,36576313000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
90,36609638000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
91,36642982000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
92,36676308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
93,36709649000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
94,36742981000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
95,36776302000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
96,36809644000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
97,36842976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
98,36876315000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
99,36909645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
100,36942975000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
101,36976310000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
102,37009644000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
103,37042977000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
104,37076306000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
105,37109640000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
106,37142974000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
107,37176304000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
108,37209664000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
109,37242992000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
110,37276311000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
111,37309645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
112,37342984000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
113,37376307000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
114,37409645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
115,37442980000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
116,37476302000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
117,37509650000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
118,37542983000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
119,37576312000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
120,37609645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
121,37642981000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
122,37676298000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
123,37709642000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
124,37742977000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
125,37776309000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
126,37809647000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
127,37842976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
128,37876301000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
129,37909643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
130,37942978000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
131,37976308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
132,38009641000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
133,38042974000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
134,38076306000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
135,38109647000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
136,38142977000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
137,38176310000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
138,38209643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
139,38242979000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
140,38276308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
141,38309634000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
142,38342986000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
143,38376313000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
144,38409643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
145,38442967000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
146,38476311000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
147,38509637000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
148,38542976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
149,38576307000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
150,38609642000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
151,38642973000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
152,38676308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
153,38709643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
154,38742973000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
155,38776306000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
156,38809641000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
157,38842973000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
158,38876308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
159,38909638000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
160,38942971000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
161,38976305000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
162,39009636000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
163,39043026000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
164,39076313000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
165,39109645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
166,39142979000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
167,39176311000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
168,39209648000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
169,39242980000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
170,39276310000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
171,39309643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
172,39342977000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
173,39376322000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
174,39409650000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
175,39442975000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
176,39476310000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
177,39509640000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
178,39542973000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
179,39576308000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
180,39609645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
181,39642976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
182,39676309000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
183,39709643000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
184,39742969000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
185,39776300000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
186,39809648000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
187,39842970000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
188,39876314000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
189,39909638000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
190,39943003000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
191,39976313000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
192,40009641000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
193,40042981000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
194,40076314000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
195,40109645000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
196,40142976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
197,40176311000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
198,40209664000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
199,40242974000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
200,40276309000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
201,40309642000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
202,40342976000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
203,40376310000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
204,40409641000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
205,40442974000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
206,40476309000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
207,40509655000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
208,40542977000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
209,40576309000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
210,40609641000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
211,40642979000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
212,40676306000,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.6781260351637904e-32,1.1210387714598537e-44,0.9074024558067322
